Result,Number,,Time,Frequency (Hz),AC Level (V),DC Level (V),Set Point (C),Temperature ('C),Control ('C),AC Conductivity Real (S/m),AC Conductivity Imaginary (S/m),Relative Permittivity Real ,Relative Permittivity Imaginary ,impedance real,impedance imaginary
1526,11,116,04:19:11,1.778279,1,0,130,129.07,-144.08,1.70E-05,6.45E-07,6523.878,171634.6,52070.09,-1979.198
1527,11,117,04:19:17,1.584893,1,0,130,129.07,-144.08,1.69E-05,6.49E-07,7355.222,191999.4,52225.61,-2000.688
1528,11,118,04:19:22,1.412537,1,0,130,129.07,-144.08,1.69E-05,6.46E-07,8215.844,215021.9,52324.39,-1999.281
1529,11,119,04:19:28,1.258925,1,0,130,129.07,-144.08,1.69E-05,6.48E-07,9256.313,241116.1,52354.56,-2009.862
1530,11,120,04:19:34,1.122018,1,0,130,129.07,-144.08,1.68E-05,6.67E-07,10681.06,269391,52572.08,-2084.426
1531,11,121,04:19:39,1,1,0,130,129.07,-144.08,1.69E-05,6.51E-07,11697.35,302906.5,52464.38,-2026.018
1532,11,122,04:19:45,0.8912509,1,0,130,129.07,-144.08,1.68E-05,6.50E-07,13099.83,339113,52580.93,-2031.186
1533,11,123,04:19:51,0.7943283,1,0,130,129.07,-144.08,1.67E-05,6.56E-07,14843.58,378940.8,52793.81,-2067.999
1534,11,124,04:19:56,0.7079458,1,0,130,129.07,-144.08,1.68E-05,6.86E-07,17416.05,425957.3,52690.05,-2154.33
1535,11,125,04:20:03,0.6309573,1,0,130,129.07,-144.08,1.67E-05,6.84E-07,19478.1,475201,52992.43,-2172.116
1536,11,126,04:20:09,0.5623413,1,0,130,129.07,-144.08,1.67E-05,6.57E-07,20996.33,535361.9,52784.37,-2070.147
1537,11,127,04:20:17,0.5011872,1,0,130,129.07,-144.08,1.67E-05,6.87E-07,24631.22,598875.6,52935.81,-2177.203
1538,11,128,04:20:22,0.4466836,1,0,130,129.07,-144.08,1.67E-05,6.86E-07,27605.81,673676.3,52800.78,-2163.663
1539,11,129,04:20:28,0.3981072,1,0,130,129.07,-144.08,1.67E-05,7.22E-07,32586.27,753806.7,52935.79,-2288.358
1540,11,130,04:20:35,0.3548134,1,0,130,129.07,-144.08,1.67E-05,7.19E-07,36441.41,843551.1,53076.11,-2292.888
1541,11,131,04:20:43,0.3162278,1,0,130,129.07,-144.08,1.66E-05,7.72E-07,43892.02,943325.8,53237.7,-2477.098
1542,11,132,04:20:51,0.2818383,1,0,130,129.07,-144.08,1.66E-05,7.51E-07,47877.71,1056639,53333.86,-2416.629
1543,11,133,04:21:00,0.2511886,1,0,130,129.07,-144.08,1.65E-05,7.68E-07,54966,1183109,53439.1,-2482.724
1544,11,134,04:21:06,0.2238721,1,0,130,129.07,-144.08,1.65E-05,8.05E-07,64617.5,1322397,53631.86,-2620.664
1545,11,135,04:21:12,0.1995262,1,0,130,129.07,-144.08,1.65E-05,7.72E-07,69572.98,1483813,53639.82,-2515.062
1546,11,136,04:21:19,0.1778279,1,0,130,129.07,-144.08,1.65E-05,8.00E-07,80852.1,1666146,53590.23,-2600.542
1547,11,137,04:21:26,0.1584893,1,0,130,129.07,-144.08,1.65E-05,8.17E-07,92625.44,1866389,53672.24,-2663.654
1548,11,138,04:21:35,0.1412538,1,0,130,129.07,-144.08,1.63E-05,8.42E-07,107171.6,2073866,54185.27,-2800.143
1549,11,139,04:21:44,0.1258925,1,0,130,129.07,-144.08,1.64E-05,8.61E-07,122879.8,2339669,53885.21,-2830.06
1550,11,140,04:21:54,0.1122018,1,0,130,129.07,-144.08,1.64E-05,8.77E-07,140421.5,2622878,53926.15,-2887.055
1551,11,141,04:22:06,0.1,1,0,130,129.07,-144.08,1.64E-05,8.66E-07,155580.2,2943088,53926.84,-2850.73
1552,12,1,04:32:07,1000000,1,0,140,138.84,-134.31,1.75E-04,3.46E-04,6.225876,3.147251,1029.247,-2036.051
1553,12,2,04:32:13,891250.9,1,0,140,138.84,-134.31,1.63E-04,3.16E-04,6.383201,3.28628,1138.516,-2211.43
1554,12,3,04:32:18,794328.2,1,0,140,138.84,-134.31,1.52E-04,2.89E-04,6.547362,3.442258,1260.494,-2397.528
1555,12,4,04:32:23,707945.8,1,0,140,138.84,-134.31,1.42E-04,2.65E-04,6.717375,3.613558,1396.287,-2595.608
1556,12,5,04:32:30,630957.3,1,0,140,138.84,-134.31,1.33E-04,2.42E-04,6.893042,3.803143,1547.839,-2805.396
1557,12,6,04:32:35,562341.3,1,0,140,138.84,-134.31,1.26E-04,2.21E-04,7.075674,4.012599,1716.368,-3026.582
1558,12,7,04:32:40,501187.3,1,0,140,138.84,-134.31,1.18E-04,2.03E-04,7.265633,4.242388,1903.16,-3259.406
1559,12,8,04:32:46,446683.6,1,0,140,138.84,-134.31,1.12E-04,1.85E-04,7.463997,4.493571,2109.359,-3503.727
1560,12,9,04:32:51,398107.2,1,0,140,138.84,-134.31,1.06E-04,1.70E-04,7.668642,4.769701,2337.998,-3758.992
1561,12,10,04:32:56,354813.4,1,0,140,138.84,-134.31,1.00E-04,1.56E-04,7.882305,5.073444,2589.88,-4023.74
1562,12,11,04:33:01,316227.8,1,0,140,138.84,-134.31,9.51E-05,1.43E-04,8.105597,5.408041,2866.66,-4296.563
1563,12,12,04:33:07,281838.3,1,0,140,138.84,-134.31,9.05E-05,1.31E-04,8.339093,5.774821,3169.491,-4576.884
1564,12,13,04:33:12,251188.6,1,0,140,138.84,-134.31,8.63E-05,1.20E-04,8.583373,6.176374,3499.67,-4863.528
1565,12,14,04:33:17,223872.1,1,0,140,138.84,-134.31,8.25E-05,1.10E-04,8.842283,6.626862,3858.407,-5148.308
1566,12,15,04:33:22,199526.2,1,0,140,138.84,-134.31,7.90E-05,1.01E-04,9.113609,7.116164,4245.632,-5437.345
1567,12,16,04:33:27,177828,1,0,140,138.84,-134.31,7.56E-05,9.30E-05,9.398298,7.64634,4661.91,-5730.064
1568,12,17,04:33:33,158489.3,1,0,140,138.84,-134.31,7.26E-05,8.55E-05,9.693842,8.23073,5111.014,-6019.558
1569,12,18,04:33:38,141253.8,1,0,140,138.84,-134.31,6.98E-05,7.87E-05,10.01141,8.876988,5586.783,-6300.737
1570,12,19,04:33:43,125892.5,1,0,140,138.84,-134.31,6.72E-05,7.25E-05,10.34861,9.591384,6090.54,-6571.378
1571,12,20,04:33:49,112201.9,1,0,140,138.84,-134.31,6.47E-05,6.68E-05,10.7052,10.37204,6621.83,-6834.535
1572,12,21,04:33:54,100000,1,0,140,138.84,-134.31,6.27E-05,6.12E-05,10.99709,11.27673,7233.951,-7054.565
1573,12,22,04:33:59,89125.09,1,0,140,138.84,-134.31,6.06E-05,5.66E-05,11.41019,12.21851,7806.942,-7290.471
1574,12,23,04:34:04,79432.82,1,0,140,138.84,-134.31,5.86E-05,5.24E-05,11.85924,13.25206,8395.782,-7513.365
1575,12,24,04:34:09,70794.58,1,0,140,138.84,-134.31,5.66E-05,4.86E-05,12.33982,14.37868,9003.751,-7727.041
1576,12,25,04:34:17,63095.73,1,0,140,138.84,-134.31,5.48E-05,4.52E-05,12.87077,15.62546,9617.646,-7922.1
1577,12,26,04:34:22,56234.13,1,0,140,138.84,-134.31,5.32E-05,4.20E-05,13.43385,16.99734,10248.93,-8100.243
1578,12,27,04:34:27,50118.72,1,0,140,138.84,-134.31,5.16E-05,3.91E-05,14.02171,18.50293,10901.82,-8261.506
1579,12,28,04:34:33,44668.36,1,0,140,138.84,-134.31,5.01E-05,3.65E-05,14.66939,20.14445,11558.23,-8416.813
1580,12,29,04:34:38,39810.72,1,0,140,138.84,-134.31,4.86E-05,3.41E-05,15.39281,21.95856,12207.44,-8557.337
1581,12,30,04:34:43,35481.34,1,0,140,138.84,-134.31,4.72E-05,3.19E-05,16.14233,23.93593,12881.4,-8687.186
1582,12,31,04:34:48,31622.78,1,0,140,138.84,-134.31,4.59E-05,3.00E-05,17.02886,26.10876,13523.74,-8820.563
1583,12,32,04:34:53,28183.83,1,0,140,138.84,-134.31,4.47E-05,2.81E-05,17.91199,28.48557,14206.8,-8933.365
1584,12,33,04:34:58,25118.86,1,0,140,138.84,-134.31,4.35E-05,2.65E-05,18.93206,31.10741,14863.12,-9045.735
1585,12,34,04:35:04,22387.21,1,0,140,138.84,-134.31,4.23E-05,2.49E-05,20.00137,33.96534,15541.37,-9151.937
1586,12,35,04:35:09,19952.62,1,0,140,138.84,-134.31,4.12E-05,2.35E-05,21.18097,37.08053,16219.48,-9264.816
1587,12,36,04:35:14,17782.79,1,0,140,138.84,-134.31,4.01E-05,2.22E-05,22.46576,40.49126,16900.74,-9377.036
1588,12,37,04:35:19,15848.93,1,0,140,138.84,-134.31,3.90E-05,2.10E-05,23.84719,44.21988,17592.74,-9487.531
1589,12,38,04:35:24,14125.38,1,0,140,138.84,-134.31,3.80E-05,1.99E-05,25.37838,48.30574,18279.57,-9603.539
1590,12,39,04:35:30,12589.25,1,0,140,138.84,-134.31,3.70E-05,1.89E-05,26.98907,52.77461,18988.77,-9710.908
1591,12,40,04:35:35,11220.18,1,0,140,138.84,-134.31,3.60E-05,1.79E-05,28.75485,57.65983,19701.03,-9824.87
1592,12,41,04:35:40,10000,1,0,140,138.84,-134.31,3.50E-05,1.71E-05,30.67696,62.99103,20422.58,-9945.903
1593,12,42,04:35:45,8912.51,1,0,140,138.84,-134.31,3.43E-05,1.62E-05,32.68739,69.08766,21119.86,-9992.424
1594,12,43,04:35:50,7943.282,1,0,140,138.84,-134.31,3.33E-05,1.54E-05,34.88025,75.29275,21909.36,-10149.77
1595,12,44,04:35:55,7079.458,1,0,140,138.84,-134.31,3.25E-05,1.47E-05,37.22218,82.41693,22656.21,-10232.29
1596,12,45,04:36:01,6309.573,1,0,140,138.84,-134.31,3.16E-05,1.39E-05,39.68538,90.13482,23441,-10320.82
1597,12,46,04:36:06,5623.413,1,0,140,138.84,-134.31,3.08E-05,1.33E-05,42.3675,98.36815,24269.58,-10452.99
1598,12,47,04:36:11,5011.873,1,0,140,138.84,-134.31,3.00E-05,1.26E-05,45.1423,107.7257,25074.99,-10507.64
1599,12,48,04:36:16,4466.836,1,0,140,138.84,-134.31,2.93E-05,1.19E-05,47.9118,117.7652,25958.73,-10561.1
1600,12,49,04:36:21,3981.072,1,0,140,138.84,-134.31,2.85E-05,1.13E-05,50.9104,128.8532,26836.57,-10603.23
1601,12,50,04:36:26,3548.134,1,0,140,138.84,-134.31,2.78E-05,1.07E-05,54.027,140.8418,27763.15,-10649.96
1602,12,51,04:36:32,3162.278,1,0,140,138.84,-134.31,2.72E-05,1.01E-05,57.15868,154.7268,28621.81,-10573.38
1603,12,52,04:36:37,2818.383,1,0,140,138.84,-134.31,2.66E-05,9.47E-06,60.37593,169.6707,29541.63,-10512.15
1604,12,53,04:36:42,2511.886,1,0,140,138.84,-134.31,2.59E-05,8.90E-06,63.68428,185.6178,30540.09,-10478.11
1605,12,54,04:36:47,2238.721,1,0,140,138.84,-134.31,2.56E-05,8.33E-06,66.89928,205.2037,31316.12,-10209.49
1606,12,55,04:36:52,1995.262,1,0,140,138.84,-134.31,2.51E-05,7.79E-06,70.17722,225.7823,32216.55,-10013.49
1607,12,56,04:36:58,1778.279,1,0,140,138.84,-134.31,2.46E-05,7.27E-06,73.49824,248.393,33130.67,-9803.198
1608,12,57,04:37:03,1584.893,1,0,140,138.84,-134.31,2.41E-05,6.78E-06,76.87996,273.7322,34003.27,-9550.1
1609,12,58,04:37:08,1412.537,1,0,140,138.84,-134.31,2.38E-05,6.29E-06,80.02153,302.5555,34805.74,-9205.612
1610,12,59,04:37:13,1258.925,1,0,140,138.84,-134.31,2.35E-05,5.83E-06,83.2824,335.2418,35518.47,-8823.671
1611,12,60,04:37:18,1122.018,1,0,140,138.84,-134.31,2.32E-05,5.41E-06,86.6004,371.5281,36211.91,-8440.723
1612,12,61,04:37:24,1000,1,0,140,138.84,-134.31,2.29E-05,5.00E-06,89.95708,412.3629,36842.53,-8037.208
1613,12,62,04:37:29,891.251,1,0,140,138.84,-134.31,2.27E-05,4.63E-06,93.34467,458.0336,37432.62,-7628.557
1614,12,63,04:37:34,794.3282,1,0,140,138.84,-134.31,2.25E-05,4.28E-06,96.8568,508.8589,37998.53,-7232.685
1615,12,64,04:37:39,707.9457,1,0,140,138.84,-134.31,2.23E-05,3.96E-06,100.4599,565.8127,38518.4,-6838.935
1616,12,65,04:37:45,630.9573,1,0,140,138.84,-134.31,2.21E-05,3.66E-06,104.1557,630.3337,38953.88,-6436.698
1617,12,66,04:37:50,562.3413,1,0,140,138.84,-134.31,2.20E-05,3.39E-06,108.2415,702.3723,39360.38,-6065.768
1618,12,67,04:37:55,501.1872,1,0,140,138.84,-134.31,2.18E-05,3.13E-06,112.2048,783.3568,39722.87,-5689.738
1619,12,68,04:38:00,446.6836,1,0,140,138.84,-134.31,2.17E-05,2.90E-06,116.5097,874.5427,40031.21,-5333.1
1620,12,69,04:38:05,398.1072,1,0,140,138.84,-134.31,2.17E-05,2.68E-06,121.1162,977.8693,40264.99,-4987.112
1621,12,70,04:38:11,354.8134,1,0,140,138.84,-134.31,2.15E-05,2.49E-06,125.9942,1090.648,40586.18,-4688.609
1622,12,71,04:38:16,316.2278,1,0,140,138.84,-134.31,2.14E-05,2.31E-06,131.4453,1218.749,40820.95,-4402.647
1623,12,72,04:38:23,281.8383,1,0,140,138.84,-134.31,2.14E-05,2.15E-06,137.2849,1363.715,40993.72,-4126.83
1624,12,73,04:38:28,251.1886,1,0,140,138.84,-134.31,2.13E-05,2.01E-06,143.8046,1525.597,41166,-3880.357
1625,12,74,04:38:33,223.8721,1,0,140,138.84,-134.31,2.13E-05,1.88E-06,150.9805,1708.725,41282.93,-3647.7
1626,12,75,04:38:38,199.5262,1,0,140,138.84,-134.31,2.12E-05,1.76E-06,158.672,1909.568,41485.57,-3447.167
1627,12,76,04:38:43,177.8279,1,0,140,138.84,-134.31,2.12E-05,1.64E-06,166.0595,2138.091,41608.52,-3231.617
1628,12,77,04:38:49,158.4893,1,0,140,138.84,-134.31,2.11E-05,1.56E-06,176.6748,2392.124,41751.68,-3083.649
1629,12,78,04:38:54,141.2538,1,0,140,138.84,-134.31,2.10E-05,1.45E-06,184.563,2675.296,41916.61,-2891.738
1630,12,79,04:38:59,125.8925,1,0,140,138.84,-134.31,2.09E-05,1.39E-06,198.2569,2985.096,42164.84,-2800.403
1631,12,80,04:39:04,112.2018,1,0,140,138.84,-134.31,2.10E-05,1.31E-06,210.0659,3359.625,42056.69,-2629.662
1632,12,81,04:39:09,100,1,0,140,138.84,-134.31,2.09E-05,1.25E-06,224.4247,3758.392,42196.1,-2519.653
1633,12,82,04:39:14,89.12509,1,0,140,138.84,-134.31,2.09E-05,1.19E-06,239.3557,4207.956,42300.57,-2406.128
1634,12,83,04:39:19,79.43282,1,0,140,138.84,-134.31,2.08E-05,1.13E-06,255.1523,4701.74,42489.79,-2305.82
1635,12,84,04:39:25,70.79458,1,0,140,138.84,-134.31,2.07E-05,1.09E-06,277.698,5262.927,42597.63,-2247.661
1636,12,85,04:39:30,63.09574,1,0,140,138.84,-134.31,2.07E-05,1.04E-06,296.1296,5898.295,42657.98,-2141.686
1637,12,86,04:39:35,56.23413,1,0,140,138.84,-134.31,2.06E-05,1.01E-06,322.7811,6590.927,42838.41,-2097.949
1638,12,87,04:39:40,50.11872,1,0,140,138.84,-134.31,2.06E-05,9.72E-07,348.7482,7389.534,42878.24,-2023.634
1639,12,88,04:39:45,44.66836,1,0,140,138.84,-134.31,2.05E-05,9.50E-07,382.4283,8269.326,42995.42,-1988.393
1640,12,89,04:39:50,39.81071,1,0,140,138.84,-134.31,2.05E-05,9.19E-07,415.0963,9272.456,43028.48,-1926.239
1641,12,90,04:39:56,35.48134,1,0,140,138.84,-134.31,2.05E-05,8.98E-07,454.904,10409.21,43010.43,-1879.644
1642,12,91,04:40:01,31.62278,1,0,140,138.84,-134.31,2.06E-05,8.68E-07,493.5003,11715.18,42884.57,-1806.506
1643,12,92,04:40:06,28.18383,1,0,140,138.84,-134.31,2.05E-05,8.47E-07,540.3333,13046.58,43209.48,-1789.551
1644,12,93,04:40:11,25.11886,1,0,140,138.84,-134.31,2.07E-05,7.87E-07,562.9794,14842.39,42627.71,-1616.891
1645,12,94,04:40:16,22.38721,1,0,140,138.84,-134.31,2.07E-05,7.84E-07,629.7613,16621.98,42708.53,-1618.109
1646,12,95,04:40:22,19.95262,1,0,140,138.84,-134.31,2.06E-05,7.71E-07,694.3854,18596,42834.68,-1599.471
1647,12,96,04:40:27,17.78279,1,0,140,138.84,-134.31,2.06E-05,7.67E-07,775.0644,20814.74,42938.58,-1598.875
1648,12,97,04:40:32,15.84893,1,0,140,138.84,-134.31,2.07E-05,7.61E-07,863.1722,23447.52,42769.59,-1574.474
1649,12,98,04:40:37,14.12538,1,0,140,138.84,-134.31,2.07E-05,7.67E-07,975.8229,26300.39,42781.93,-1587.337
1650,12,99,04:40:43,12.58925,1,0,140,138.84,-134.31,2.06E-05,7.73E-07,1103.053,29453.46,42862.29,-1605.223
1651,12,100,04:40:48,11.22018,1,0,140,138.84,-134.31,2.06E-05,7.56E-07,1210.531,32928.63,43018.99,-1581.475
1652,12,101,04:40:53,10,1,0,140,138.84,-134.31,2.05E-05,7.41E-07,1332.445,36782.32,43212.71,-1565.386
1653,12,102,04:40:58,8.91251,1,0,140,138.84,-134.31,2.04E-05,7.29E-07,1469.932,41107.94,43385,-1551.354
1654,12,103,04:41:03,7.943283,1,0,140,138.84,-134.31,2.04E-05,7.31E-07,1654.09,46069.2,43436.02,-1559.547
1655,12,104,04:41:09,7.079458,1,0,140,138.84,-134.31,2.03E-05,7.48E-07,1898.516,51483.65,43607.45,-1608.073
1656,12,105,04:41:14,6.309574,1,0,140,138.84,-134.31,2.03E-05,7.63E-07,2174.781,57793.3,43584.11,-1640.084
1657,12,106,04:41:19,5.623414,1,0,140,138.84,-134.31,2.02E-05,7.76E-07,2480.792,64721.79,43664.86,-1673.678
1658,12,107,04:41:29,5.011872,1,0,140,138.84,-134.31,2.02E-05,7.70E-07,2760.719,72354.39,43825.16,-1672.172
1659,12,108,04:41:35,4.466836,1,0,140,138.84,-134.31,2.01E-05,7.75E-07,3118.044,80719.23,44075.34,-1702.554
1660,12,109,04:41:40,3.981072,1,0,140,138.84,-134.31,2.01E-05,7.78E-07,3514.82,90630.62,44044.59,-1708.129
1661,12,110,04:41:45,3.548134,1,0,140,138.84,-134.31,2.00E-05,7.79E-07,3944.692,101347.2,44192.73,-1720.094
1662,12,111,04:41:51,3.162277,1,0,140,138.84,-134.31,1.99E-05,8.07E-07,4588.522,113256.5,44365.45,-1797.44
1663,12,112,04:41:56,2.818383,1,0,140,138.84,-134.31,2.00E-05,8.18E-07,5215.606,127256.2,44300.87,-1815.675
1664,12,113,04:42:02,2.511887,1,0,140,138.84,-134.31,1.99E-05,8.07E-07,5772.884,142519.3,44384.83,-1797.852
1665,12,114,04:42:07,2.238721,1,0,140,138.84,-134.31,2.00E-05,7.99E-07,6418.885,160187.9,44309.19,-1775.513
1666,12,115,04:42:12,1.995262,1,0,140,138.84,-134.31,1.99E-05,8.18E-07,7373.15,179062.2,44471.39,-1831.175
1667,12,116,04:42:18,1.778279,1,0,140,138.84,-134.31,1.99E-05,8.18E-07,8268.945,200760.8,44504.64,-1833.059
1668,12,117,04:42:24,1.584893,1,0,140,138.84,-134.31,1.99E-05,8.05E-07,9134.118,225293.4,44499.84,-1804.166
1669,12,118,04:42:29,1.412537,1,0,140,138.84,-134.31,1.98E-05,8.27E-07,10519.54,251562.7,44711.11,-1869.674
1670,12,119,04:42:35,1.258925,1,0,140,138.84,-134.31,1.99E-05,8.17E-07,11671.1,284049.8,44431.75,-1825.621
1671,12,120,04:42:41,1.122018,1,0,140,138.84,-134.31,1.98E-05,8.28E-07,13271.47,316853.7,44688.98,-1871.806
1672,12,121,04:42:46,1,1,0,140,138.84,-134.31,1.98E-05,8.27E-07,14860.98,355152.3,44734.84,-1871.883
1673,12,122,04:42:52,0.8912509,1,0,140,138.84,-134.31,1.97E-05,8.56E-07,17254.27,397679.1,44819.89,-1944.619
1674,12,123,04:42:58,0.7943283,1,0,140,138.84,-134.31,1.97E-05,8.68E-07,19635.79,445027.5,44935.41,-1982.669
1675,12,124,04:43:03,0.7079458,1,0,140,138.84,-134.31,1.96E-05,8.71E-07,22122.76,497688.4,45082.23,-2003.952
1676,12,125,04:43:10,0.6309573,1,0,140,138.84,-134.31,1.96E-05,8.78E-07,25024.41,558552.9,45069.75,-2019.225
1677,12,126,04:43:16,0.5623413,1,0,140,138.84,-134.31,1.96E-05,9.03E-07,28859.89,625361.3,45161.18,-2084.15
1678,12,127,04:43:23,0.5011872,1,0,140,138.84,-134.31,1.95E-05,9.05E-07,32446.81,699936.3,45271.98,-2098.664
1679,12,128,04:43:29,0.4466836,1,0,140,138.84,-134.31,1.95E-05,9.06E-07,36462.54,785356.3,45270.82,-2101.834
1680,12,129,04:43:35,0.3981072,1,0,140,138.84,-134.31,1.95E-05,9.44E-07,42632.61,882076.9,45216.86,-2185.425
1681,12,130,04:43:42,0.3548134,1,0,140,138.84,-134.31,1.94E-05,9.26E-07,46890.25,983991.5,45482.44,-2167.379
1682,12,131,04:43:49,0.3162278,1,0,140,138.84,-134.31,1.94E-05,9.93E-07,56426.99,1104166,45462.49,-2323.303
1683,12,132,04:43:58,0.2818383,1,0,140,138.84,-134.31,1.94E-05,1.00E-06,64090.41,1238649,45468.52,-2352.641
1684,12,133,04:44:07,0.2511886,1,0,140,138.84,-134.31,1.94E-05,9.98E-07,71392.88,1385490,45610.55,-2350.265
1685,12,134,04:44:12,0.2238721,1,0,140,138.84,-134.31,1.94E-05,1.06E-06,85153.64,1555615,45563.69,-2494.136
1686,12,135,04:44:19,0.1995262,1,0,140,138.84,-134.31,1.93E-05,1.04E-06,93623.05,1735377,45831.51,-2472.595
1687,12,136,04:44:25,0.1778279,1,0,140,138.84,-134.31,1.92E-05,1.08E-06,109669.7,1938841,46014.08,-2602.765
1688,12,137,04:44:33,0.1584893,1,0,140,138.84,-134.31,1.92E-05,1.08E-06,123006.6,2180646,45904.52,-2589.399
1689,12,138,04:44:41,0.1412538,1,0,140,138.84,-134.31,1.92E-05,1.14E-06,145251.2,2440282,46009.14,-2738.569
1690,12,139,04:44:50,0.1258925,1,0,140,138.84,-134.31,1.91E-05,1.15E-06,163780,2732392,46102,-2763.36
1691,12,140,04:45:00,0.1122018,1,0,140,138.84,-134.31,1.90E-05,1.18E-06,188239.5,3046975,46376.41,-2865.094
1692,12,141,04:45:12,0.1,1,0,140,138.84,-134.31,1.89E-05,1.17E-06,210787.1,3405086,46561.94,-2882.352
1693,13,1,04:55:19,1000000,1,0,150,148.88,-124.27,1.87E-04,3.59E-04,6.44837,3.366463,1012.556,-1939.524
1694,13,2,04:55:24,891250.9,1,0,150,148.88,-124.27,1.75E-04,3.28E-04,6.612932,3.526849,1121.26,-2102.391
1695,13,3,04:55:29,794328.2,1,0,150,148.88,-124.27,1.64E-04,3.00E-04,6.784601,3.704727,1242.214,-2274.911
1696,13,4,04:55:35,707945.8,1,0,150,148.88,-124.27,1.54E-04,2.74E-04,6.962781,3.901473,1376.883,-2457.26
1697,13,5,04:55:41,630957.3,1,0,150,148.88,-124.27,1.45E-04,2.51E-04,7.147733,4.118272,1526.531,-2649.469
1698,13,6,04:55:47,562341.3,1,0,150,148.88,-124.27,1.36E-04,2.30E-04,7.339828,4.357129,1692.565,-2851.221
1699,13,7,04:55:52,501187.3,1,0,150,148.88,-124.27,1.29E-04,2.10E-04,7.540644,4.619346,1875.84,-3062.131
1700,13,8,04:55:57,446683.6,1,0,150,148.88,-124.27,1.22E-04,1.93E-04,7.750328,4.911634,2078.628,-3279.977
1701,13,9,04:56:02,398107.2,1,0,150,148.88,-124.27,1.16E-04,1.76E-04,7.968438,5.227273,2300.976,-3507.599
1702,13,10,04:56:08,354813.4,1,0,150,148.88,-124.27,1.10E-04,1.62E-04,8.196915,5.57227,2544.285,-3742.691
1703,13,11,04:56:13,316227.8,1,0,150,148.88,-124.27,1.05E-04,1.48E-04,8.436213,5.953743,2810.508,-3982.376
1704,13,12,04:56:18,281838.3,1,0,150,148.88,-124.27,9.99E-05,1.36E-04,8.687665,6.373064,3100.046,-4225.937
1705,13,13,04:56:23,251188.6,1,0,150,148.88,-124.27,9.55E-05,1.25E-04,8.952588,6.830617,3413.028,-4473.306
1706,13,14,04:56:29,223872.1,1,0,150,148.88,-124.27,9.14E-05,1.15E-04,9.2317,7.335586,3750.858,-4720.386
1707,13,15,04:56:34,199526.2,1,0,150,148.88,-124.27,8.76E-05,1.06E-04,9.526375,7.888869,4113.231,-4967.021
1708,13,16,04:56:39,177828,1,0,150,148.88,-124.27,8.41E-05,9.73E-05,9.83257,8.499204,4503.268,-5209.747
1709,13,17,04:56:44,158489.3,1,0,150,148.88,-124.27,8.09E-05,8.96E-05,10.16391,9.178258,4914.439,-5442.2
1710,13,18,04:56:49,141253.8,1,0,150,148.88,-124.27,7.79E-05,8.26E-05,10.51313,9.918187,5349.602,-5670.499
1711,13,19,04:56:55,125892.5,1,0,150,148.88,-124.27,7.51E-05,7.62E-05,10.88516,10.72464,5806.41,-5893.314
1712,13,20,04:57:00,112201.9,1,0,150,148.88,-124.27,7.25E-05,7.04E-05,11.28203,11.61357,6283.778,-6104.386
1713,13,21,04:57:06,100000,1,0,150,148.88,-124.27,7.01E-05,6.51E-05,11.70854,12.59567,6778.449,-6301.03
1714,13,22,04:57:11,89125.09,1,0,150,148.88,-124.27,6.79E-05,5.98E-05,12.0697,13.70028,7338.651,-6465.216
1715,13,23,04:57:16,79432.82,1,0,150,148.88,-124.27,6.57E-05,5.56E-05,12.57147,14.86761,7858.174,-6644.564
1716,13,24,04:57:21,70794.58,1,0,150,148.88,-124.27,6.36E-05,5.17E-05,13.11475,16.14544,8389.02,-6814.302
1717,13,25,04:57:29,63095.73,1,0,150,148.88,-124.27,6.16E-05,4.81E-05,13.70889,17.5555,8925.623,-6969.919
1718,13,26,04:57:34,56234.13,1,0,150,148.88,-124.27,5.98E-05,4.49E-05,14.35037,19.101,9471.233,-7115.633
1719,13,27,04:57:39,50118.72,1,0,150,148.88,-124.27,5.80E-05,4.19E-05,15.02075,20.79083,10035.63,-7250.438
1720,13,28,04:57:44,44668.36,1,0,150,148.88,-124.27,5.63E-05,3.92E-05,15.75518,22.6362,10603.62,-7380.301
1721,13,29,04:57:50,39810.72,1,0,150,148.88,-124.27,5.46E-05,3.67E-05,16.58282,24.66947,11161.89,-7503.025
1722,13,30,04:57:55,35481.34,1,0,150,148.88,-124.27,5.30E-05,3.44E-05,17.43502,26.87481,11746.77,-7620.714
1723,13,31,04:58:00,31622.78,1,0,150,148.88,-124.27,5.15E-05,3.24E-05,18.43716,29.28718,12307.26,-7747.791
1724,13,32,04:58:05,28183.83,1,0,150,148.88,-124.27,5.01E-05,3.05E-05,19.44731,31.93026,12900.2,-7856.944
1725,13,33,04:58:10,25118.86,1,0,150,148.88,-124.27,4.87E-05,2.88E-05,20.60053,34.84394,13474.29,-7966.304
1726,13,34,04:58:15,22387.21,1,0,150,148.88,-124.27,4.74E-05,2.72E-05,21.80739,38.02695,14068.45,-8067.859
1727,13,35,04:58:21,19952.62,1,0,150,148.88,-124.27,4.60E-05,2.57E-05,23.13159,41.48076,14668.34,-8179.747
1728,13,36,04:58:26,17782.79,1,0,150,148.88,-124.27,4.48E-05,2.43E-05,24.56729,45.25734,15274.68,-8291.639
1729,13,37,04:58:31,15848.93,1,0,150,148.88,-124.27,4.36E-05,2.30E-05,26.11336,49.41475,15885.62,-8394.797
